Run	Cell	Species	CellLine	Barcode.1st	Barcode.2nd	Remark	TotalReads	UniqReads	Length.Median	Length.Mean	Length.Std	Background	GC.Median	GC.Mean	GC.Std	Spikiness	GenomicDepth	GenomicCoverage
20220929_P2	20220929_P2.C83	Mouse	epithelium	30	12		253869	100269	2210.0	2513.770786584089	1196.435433498904	0.002689	0.4128987031195233	0.4170945805233202	0.05222242556616215	0.2947769940545955	0.2344997571943464	0.088712745700487
20220929_P2	20220929_P2.C84	Mouse	epithelium	30	13		194006	90874	2470.0	2789.051290798248	1332.753047520035	0.026867	0.4128483916382819	0.4167764886302239	0.05106523296560992	0.3115467406443889	0.205347620807407	0.09162968915666296
20220929_P2	20220929_P2.C87	Mouse	epithelium	7	12		207745	93801	2326.0	2636.728435730963	1270.858618697889	0.002548	0.4135373203523412	0.4175341664589008	0.051768482568369	0.3272909352777028	0.2022732250200841	0.08885267165620211
20220929_P2	20220929_P2.C88	Mouse	epithelium	7	13		271204	138158	2176.0	2454.418998537906	1128.378023634905	0.004550999999999999	0.4121574010387962	0.4162162599830335	0.05197727440886639	0.2262593153777173	0.2465502713584836	0.1198039574999133
20220929_P2	20220929_P2.C92	Mouse	epithelium	8	13		282139	130821	2105.0	2365.772872856804	1061.807576212673	0.004668	0.4137798306389529	0.4177164655459252	0.05259913073613205	0.2520365562870792	0.2488910768933155	0.1091705553272397
20221005_MEF	20221005_MEF.C03	Mouse	MEF	19	12		172721	81835	1975.0	2238.511700372701	1082.517690772104	0.004011	0.4159503342884432	0.4197264669501656	0.05347061709539728	0.3704651936813538	0.1511005023417011	0.06520940603955812
20221005_MEF	20221005_MEF.C04	Mouse	MEF	19	13		162649	88073	2032.0	2282.794182098941	1064.440310991028	0.005493	0.4140845070422535	0.4177521196008882	0.05230371340837973	0.3000314055177079	0.144119663320143	0.07129724896654999
20221005_MEF	20221005_MEF.C05	Mouse	MEF	19	14		177128	81881	1937.0	2160.530782477009	981.8233275652237	0.011766	0.4156525388166177	0.4193086747273999	0.05373637846743192	0.3581347775344549	0.1466830123651602	0.06116099360142824
20221005_MEF	20221005_MEF.C06	Mouse	MEF	19	15		136128	89121	2066.0	2329.443094220217	1108.560401428964	0.006536	0.415238954012624	0.4192577677028864	0.05232345495677509	0.3260230585581803	0.1200956165597068	0.07446167436165557
20221005_MEF	20221005_MEF.C07	Mouse	MEF	19	16		163047	97142	2053.0	2332.494626423174	1142.850127495591	0.006639	0.4146572318058583	0.418398644026064	0.05269159647127387	0.3397760274575376	0.1445570836932804	0.08024019379611276
